game_link,name,price,genres,features,developer,publisher,release date,platform,os version,memory,storage,directx,gpu,languages,Critics Recommend,Top Critic Average,OpenCritic Rating
The Walking Dead: Michonne - A Telltale Miniseries-60%₹670₹268,The Walking Dead: Michonne,₹268,NarrationAdventure,Single PlayerController Support,DeveloperTelltale Games,PublisherSkybound Games,Release Date02/23/16,PlatformWindowsWindows,Windows XP Service Pack 3,ATI or NVIDIA card w/512 MB RAM,3 GB RAM,3 GB available space,Version 9.0,null,8%,72,Fair
Far Cry 2: Standard Edition₹499,Far Cry 2: Standard Edition,₹499,Action,Single Player,DeveloperUbisoft Montreal,PublisherUbisoft,Release Date08/18/20,Windows ,Microsoft Windows XP or Windows Vista (64 is supported),"256 MB, Shader Model 3 required, NVidia 6800 or ATI X1650 or better",3.5 GB (Multiple saves and user created maps will increase the amount of needed hard disk space.),5.1 sound card recommended,null,null,null,null,null
WarfaceFree,Warface,Free,Shooter,Multiplayer,DeveloperAllods Team,PublisherMY.GAMES,Release Date06/29/21,Windows ,Windows 7 / 8 / 10,4 GB,30 GB,DirectX 10,GeForce 250 GTS / Radeon HD 4850,null,null,null,null
SpellForce 3: Fallen God₹809,SpellForce 3: Fallen God,₹809,RPGStrategy,Single Player,DeveloperGrimlore Games,PublisherTHQ Nordic,Release Date12/14/20,PlatformWindowsWindows,"Windows 7, 8, Windows 10 (64 bit)",6 GB,30 GB,11,"NVIDIA GTX 660 2GB, AMD Radeon 7850 2GB",null,null,null,null
"Aquanox Deep Descent₹1,139",Aquanox Deep Descent,"₹1,139",ActionAction-AdventureAdventure,Co-opMultiplayerSingle Player,DeveloperDigital Arrow,PublisherTHQ Nordic,Release Date10/20/20,PlatformWindowsWindows,Windows 7 or higher (64 bit),8 GB,30 GB,11,"Direct3D 11, Shader Model 5.1 capable video card (GeForce GTX 560 2GB RAM or Radeon HD 7870 4GB RAM)",null,26%,68,Fair
Genshin ImpactFree,Genshin Impact,Free,RPGOpen WorldAdventure,Multiplayer,DeveloperCOGNOSPHERE PTE. LTD.,PublisherCOGNOSPHERE PTE. LTD.,Release Date06/09/21,PlatformWindowsWindows,"Windows 7 SP1 64-bit, Windows 8.1 64-bit, or Windows  10 64-bit (Windows 10 dev builds are not currently supported)",8 GB,30 GB,11,NVIDIA® GeForce® GT 1030 or better,null,89%,80,Strong
Martha Is Dead₹709,Martha Is Dead,₹709,HorrorFirst Person,Single Player,DeveloperLKA,PublisherWired Productions,Release Date02/24/22,PlatformWindowsWindows,Windows 10 64-bit,8 GB,30 GB,12,"NVIDIA GeForce GTX 560, AMD Radeon HD 7790",null,39%,69,Fair
"DEATHLOOP₹2,499",DEATHLOOP,"₹2,499",ActionStealthAdventure,MultiplayerSingle Player,DeveloperArkane Studios,PublisherBethesda Softworks,Release Date03/24/22,Windows ,64 bit Windows 10 version 1909 or higher,12 GB RAM,30 GB available space,Version 12,Nvidia GTX 1060 (6GB) or AMD Radeon RX 580 (8GB),null,93%,88,Mighty
Synergia-30%₹279₹195.30,Synergia,₹195.30,CasualRPGIndie,Single Player,Developer Radi Art,"PublisherTop Hat Studios, Inc.",Release Date08/10/21,Windows ,Windows XP,1 GB,300 MB,null,null,null,null,null,null
Geneforge 1 - Mutagen₹469,Geneforge 1: Mutagen,₹469,RPGIndie,Single Player,DeveloperSpiderweb Software,PublisherSpiderweb Software,Release Date02/24/21,PlatformWindowsWindowsMac OSMac OS,Windows 7+ (64 bits),256 MB,300 MB,null,null,null,null,null,null
Colt Canyon₹349,Colt Canyon,₹349,ActionShooter,Co-opSingle Player,DeveloperRetrific,PublisherHeadup,Release Date09/02/21,Windows ,Windows 7 or better,2GB,300MB,DirectX 11.0,Intel HD Graphics or better,null,null,null,null
Barony₹455,Barony,₹455,Dungeon CrawlerFirst Person,Co-opSingle Player,DeveloperTurning Wheel LLC,PublisherTurning Wheel LLC,Release Date07/30/20,PlatformWindowsWindowsMac OSMac OS,Windows 7,4GB,300MB,Intel Integrated Graphics,Two-button mouse,null,null,null,null
Comanche₹799,Comanche,₹799,Action,MultiplayerSingle Player,"DeveloperNUKKLEAR, Ashborne Games",PublisherTHQ Nordic,Release Date08/30/21,PlatformWindowsWindows,64-bit Windows 10,8 GB,35 GB,11,GeForce GTX960 (minimum nVidia drivers 462.31) or AMD equivalent (minimum AMD drivers 21.4.1),null,null,null,null
War Mongrels₹959,War Mongrels,₹959,StrategyStealth,Co-opSingle PlayerController Support,DeveloperDestructive Creations,PublisherDestructive Creations,Release Date10/19/21,PlatformWindowsWindows,Windows® 7 (Service Pack 1) / Windows® 8 / Windows® 8.1 / Windows® 10 / (64-bit only),8 GB,35 GB,11,NVIDIA GeForce GTX 950 or AMD Radeon R9 270. At least 2GB of dedicated VRAM.,null,null,null,null
"ELEX₹1,099",ELEX,"₹1,099",ActionRPGAdventure,Single Player,DeveloperPiranha Bytes,PublisherTHQ Nordic,Release Date03/25/21,Windows ,"64-bit Windows 7, Windows 8.1, Windows 10",8 GB,35 GB,11,"NVIDIA GTX 660 2GB, AMD Radeon 7850 2GB",null,14%,61,Weak
Unspottable₹239,Unspottable,₹239,CasualIndie,Multiplayer,DeveloperGros Chevaux,PublisherGros Chevaux,Release Date12/15/21,Windows ,Windows 7 64-bit,1 GB RAM,350 MB available space,Version 11,NVIDIA® GeForce® GTX 480 or better,null,null,null,null
"Wolfenstein: The Old Blood₹1,179",Wolfenstein: The Old Blood,"₹1,179",ActionShooterFirst Person,Single Player,DeveloperMachine Games,PublisherBethesda Softworks,Release Date09/09/21,Windows ,64-bit Windows 7/Windows 8,4 GB RAM,38 GB available space,NVIDIA® GeForce® GTX 560 / AMD Radeon™ HD 6870 (1GB VRAM),null,null,null,null,null
Might & Magic Heroes 3₹499,Might & Magic Heroes 3,₹499,RPGStrategy,Single Player,DeveloperUbisoft,PublisherUbisoft Entertainment,Release Date03/03/21,Windows ,"Windows XP, Vista, 7, 8, 10",256 MB RAM,3D graphics card compatible with DirectX 7,1 GB HD space,DirectX 9.0c-compliant,null,null,null,null
The Stanley Parable₹446,The Stanley Parable,₹446,NarrationComedyAdventure,null,DeveloperGalactic Cafe,PublisherGalactic Cafe,Release Date03/26/20,PlatformWindowsWindows,Windows 7,2GB RAM,3GB,DirectX 9,null,null,null,null,null
Lifeslide₹239,Lifeslide,₹239,AdventureIndie,Single PlayerController Support,DeveloperDreamteck,PublisherDreamteck,Release Date11/16/21,Windows ,7,4GB,3GB,9,"GeForce GTX 560, AMD HD 6870",null,null,null,null
As Far As The Eye₹595,As Far As The Eye,₹595,Turn-BasedSimulationStrategy,null,DeveloperUnexpected Studio,PublisherGoblinz Studio,Release Date09/10/20,PlatformWindowsWindows,7,4GB,3GB,11,null,null,null,null,null
FAR: Lone Sails₹459,FAR: Lone Sails,₹459,SimulationAdventurePlatformer,Single Player,DeveloperOkomotive,PublisherMixtvision,Release Date02/21/22,Windows ,Windows 7+ (64-bit OS required),4GB,3GB,11,"NVIDIA GTX 460 / 650m, AMD Radeon HD6570",null,74%,80,Strong
Milky Way Prince – The Vampire Star₹349,Milky Way Prince – The Vampire Star,₹349,HorrorIndieNarration,Single Player,DeveloperLorenzo Redaelli / Eyeguys,PublisherSanta Ragione,Release Date08/13/20,PlatformWindowsWindowsMac OSMac OS,Windows 7 SP1+,4GB,3GB,null,null,null,null,null,null
Yoku's Island Express₹529,Yoku's Island Express,₹529,Action-AdventureAdventureIndie,Single Player,Developer Villa Gorilla,PublisherTeam17,Release Date09/02/21,Windows ,Windows 7 64-bit,4GB RAM,3GB,Nvidia GeForce GT 630 1GB / AMD Radeon 7770 1GB / Intel HD 530,null,null,91%,83,Strong
Wolfstride₹349,Wolfstride,₹349,ActionStrategyAdventure,Single PlayerController Support,DeveloperOTA IMON Studios,PublisherRaw Fury,Release Date12/08/21,PlatformWindowsWindows,Windows 7+,4 GB,4 GB,11,Intel Core i3 8100 or equivalent,null,null,null,null
Deep Sky Derelicts₹529,Deep Sky Derelicts,₹529,RPGStrategyCard Game,Controller SupportSingle Player,DeveloperSnowhound Games,Publisher1C Entertainment,Release Date07/20/21,Windows ,"Windows 7 / 8 / 10, 64-bit only",4 GB RAM,4 GB,9.0c,Intel HD Graphics 4400,null,35%,71,Fair
Griftlands₹595,Griftlands,₹595,Rogue-LiteCard Game,Controller SupportSingle Player,DeveloperKlei Entertainment,PublisherKlei Entertainment,Release Date07/11/19,PlatformWindowsWindowsMac OSMac OS,Windows 7 (64 bit),4 GB RAM,4 GB,Intel HD 4600 (AMD or NVIDIA equivalent),Version 11,null,null,null,null
The Last Friend₹349,The Last Friend,₹349,FightingStrategy,Single PlayerController Support,"DeveloperThe Stonebot Studio, Ludus Games",PublisherSkystone Games Inc.,Release Date09/30/21,PlatformWindowsWindows,Windows 7 or higher (64 bit),4GB,4 GB,10,OpenGL 3.0 compliant video card,null,77%,82,Strong
Shadowhand₹349,Shadowhand,₹349,Card Game,null,DeveloperGrey Alien Games,PublisherPositech Games,Release Date02/05/21,Windows ,Windows 7,512MB Video,4 GB,1 GB,7,null,null,null,null
Dream Engines: Nomad Cities₹699,Dream Engines: Nomad Cities,₹699,SurvivalCity Builder,Single Player,DeveloperSuncrash,PublisherSuncrash,Release Date07/14/21,PlatformWindowsWindows,Windows 7,8 GB,4 GB,DirectX 11,GTX 660 or better,null,null,null,null
Might & Magic: Chess RoyaleFree,Might & Magic: Chess Royale,Free,Strategy,null,DeveloperUbisoft,PublisherUbisoft,Release Date05/05/20,PlatformWindowsWindows,"Windows 7, Windows 8 or Windows 10 (64-bit versions only)","HD 4600 or Radeon HD 8670D integrated graphics (1 GB, with Shader Model 5.0)",4 GB,Latest DirectX redistributable,null,null,0%,69,Fair
Journey to the Savage Planet₹819,Journey to the Savage Planet,₹819,ActionExploration,Single Player,DeveloperTyphoon Studios,Publisher505 Games,Release Date01/28/20,PlatformWindowsWindows,"Win 7, 8, 10","Intel Core i5-750, 2.67 GHz",4 GB,TBD,DirectX11,null,78%,76,Strong
The Captain₹469,The Captain,₹469,AdventureIndie,Single Player,DeveloperSysiac games,PublisherTomorrow Corporation,Release Date12/03/21,PlatformWindowsWindowsMac OSMac OS,"Windows 7 (fully, FULLY patched)",Intel HD 3000 or better,4 GB,1.3 GB,Version 11,null,null,null,null
Those Who Remain₹469,Those Who Remain,₹469,HorrorAdventureIndie,Single Player,DeveloperCamel 101,PublisherWired Productions,Release Date11/02/21,Windows ,Windows Vista 64-bit,NVIDIA GeForce GTX 260 / AMD Radeon HD 5750. OpenGL 3.3,4 GB,9GB,11,null,21%,51,Weak
Time Loader₹628,Time Loader,₹628,ActionPlatformer,Single Player,DeveloperFlazm,PublisherMETA Publishing,Release Date11/03/21,PlatformWindowsWindows,Windows 8,NVIDIA GeForce GTX 660,4 GB,2 GB,10,null,null,null,null
"Watch Dogs: Legion Standard Edition₹2,999",Watch Dogs: Legion,"₹2,999",ActionOpen WorldAdventure,Co-opSingle Player,DeveloperUbisoft Toronto,PublisherUbisoft,Release Date10/29/20,PlatformWindowsWindows,Windows 10 (x64),NVIDIA GeForce GTX 970/GeForce GTX 1650,4 GB,8 GB (Dual-channel setup),45 GB,null,60%,74,Fair
Icewind Dale: Enhanced Edition₹469,Icewind Dale: Enhanced Edition,₹469,RPG,Co-opSingle Player,DeveloperBeamdog,PublisherBeamdog,Release Date09/28/21,Windows ,"Windows 7, 8.1, 10 64-bit",1 GB RAM,4 GB available space,OpenGL 2.0 compatible,null,null,null,null,null
Baldur's Gate II: Enhanced Edition₹469,Baldur's Gate II: Enhanced Edition,₹469,RPGAdventure,Co-opSingle Player,DeveloperBeamdog,PublisherBeamdog,Release Date09/28/21,Windows ,"Windows 7, 8.1, 10 64-bit",1 GB RAM,4 GB available space,OpenGL 2.0 compatible,null,null,64%,76,Strong
Wizards: Wand of Epicosity₹189,Wizards: Wand of Epicosity,₹189,ActionRPGAction-AdventureAdventure,Single Player,DeveloperGame Mechanic Studios,PublisherGame Mechanic Studios,Release Date08/04/20,Windows ,Windows Vista or 7,2 GB RAM,4 GB available space,SM3 512MB VRAM,null,null,null,null,null
Black Book-40%₹589₹353.40,Black Book,₹353.40,IndieRPGAdventure,Controller SupportSingle Player,DeveloperMorteshka,PublisherHypeTrain Digital,Release Date08/10/21,PlatformWindowsWindows,Windows 7,2 GB RAM,4 GB available space,Version 11,DirectX 11 compatible video card (integrated or dedicated with min 512MB memory),null,85%,81,Strong
Supraland₹469,Supraland,₹469,PuzzleExploration,Single Player,DeveloperSupra Games,PublisherSupra Games,Release Date07/02/21,Windows ,Windows 7,4 GB RAM,4 GB available space,Direct X 11,GTX 780,null,75%,77,Strong
The Last Show of Mr. Chardish₹239,The Last Show of Mr. Chardish,₹239,AdventureIndie,Single Player,DeveloperPunk Notion,PublisherHydra Games,Release Date08/12/21,Windows ,Windows 7 SP1 64-bit or later,4 GB RAM,4 GB available space,DirectX 11,GeForce GTX 650 or AMD Radeon R7 250,null,null,null,null
Risk of Rain 2NEW TO EPIC₹589,Risk of Rain 2,₹589,Survival,Co-opMultiplayerSingle Player,"DeveloperHopoo Games, LLC",PublisherGearbox Publishing,Release Date04/19/22,Windows ,"Windows 7 or newer, 64-bit",4 GB RAM,4 GB available space,Version 11,GTX 580 / AMD HD 7870,null,96%,86,Mighty
Pine₹569,Pine,₹569,ActionAction-AdventureOpen WorldAdventure,Single PlayerController Support,DeveloperTwirlbound,PublisherKongregate,Release Date05/06/21,PlatformWindowsWindows,Windows 7 (64-bit),8 GB RAM,4 GB available space,NVIDIA GeForce GTX 660 or equivalent,null,null,null,null,null
Totally Accurate Battle Simulator₹469,Totally Accurate Battle Simulator,₹469,SimulationStrategy,Single Player,DeveloperLandfall Games,PublisherLandfall Games,Release Date04/01/19,PlatformWindowsWindowsMac OSMac OS,Windows 7,8 GB RAM,4 GB available space,NVIDIA GeForce GTX 670 or AMD R9 270 (2GB VRAM with Shader Model 5.0 or better),Requires a 64-bit processor and operating system,null,null,null,null
Layers of Fear: Masterpiece Edition₹595,Layers of Fear: Masterpiece Edition,₹595,HorrorFirst Person,Single Player,DeveloperBloober Team,"PublisherAspyr Media, Inc.",Release Date02/15/16,PlatformWindowsWindowsMac OSMac OSMac OSMac OS,Windows 7,2.66 GHz,4 GB RAM,3 GB,Radeon R7 250X,null,51%,74,Fair
Neon City Riders: Super-powered Edition₹349,Neon City Riders: Super-powered Edition,₹349,ActionOpen WorldAdventure,Single Player,DeveloperMecha Studios,PublisherMecha Studios,Release Date08/03/21,Windows ,Windows 7 and above,512 mb video memory,4 GB RAM,2 GB available space,Version 10,null,null,null,null
City of Brass₹521,City of Brass,₹521,ActionFirst PersonRogue-Lite,Controller SupportSingle Player,DeveloperUppercut Games,PublisherUppercut Games,Release Date05/04/18,PlatformWindowsWindows,Requires a 64-bit processor and operating system,Dual Core 2.4+ GHz,4 GB RAM,GeForce GTX 550 or Equivalent card,Version 11,null,31%,69,Fair
Animation Throwdown: The Quest for CardsFree,Animation Throwdown: The Quest for Cards,Free,StrategyAdventureCard Game,Single Player,DeveloperKongregate,PublisherKongregate,Release Date10/04/21,Windows ,Windows 7,GTX 400 Series or Better,4 GB RAM,1200 MB available space,Version 9.0c,null,null,null,null
Asemblance₹189,Asemblance,₹189,Indie,Single Player,DeveloperNilo Studios,PublisherNilo Studios,Release Date06/25/21,Windows ,Windows 7 / Windows 8 / Windows 10,Intel HD4400 / AMD Radeon 5750 1Gb VRAM / NVidia Geforce 640 1Gb VRAM,4 GB RAM,3 GB available space,Version 11,null,24%,58,Weak
Hell is other demons₹239,Hell is other demons,₹239,ShooterRogue-LitePlatformer,Single Player,DeveloperCuddle Monster Games,PublisherKongregate,Release Date06/17/21,Windows ,Windows 7 or higher,Nvidia 450 GTS / Radeon HD 5750 or better,4 GB RAM,500 mb,null,null,75%,78,Strong
Trials of Fire₹529,Trials of Fire,₹529,Rogue-LiteStrategy,Single PlayerController Support,DeveloperWhatboy Games,PublisherWhatboy Games,Release Date06/09/21,Windows ,Windows 7/8/10 64-bit,Nvidia GTX 660 or AMD Radeon HD 7870 equivalent DX11 GPU,4 GB RAM,3 GB available space,null,null,92%,80,Strong
UnMetal₹709,UnMetal,₹709,ActionAction-AdventureStealthAdventure,Single Player,DeveloperUnEpic Fran,PublisherVersus Evil,Release Date09/28/21,PlatformWindowsWindows,Windows 7,4 GB,400 MB,DirectX 9,OpenGL 256 MB,null,null,null,null
Bridge Constructor: The Walking Dead₹349,Bridge Constructor: The Walking Dead,₹349,SimulationPuzzleStrategy,Single Player,DeveloperClockStone Software,PublisherHeadup,Release Date11/19/20,PlatformWindowsWindowsMac OSMac OS,"Windows 8, 10",4 GB,400 MB,DirectX10 compatible,null,null,null,null,null
The Bridge₹372,The Bridge,₹372,PuzzleAdventure,Single PlayerController Support,DeveloperThe Quantum Astrophysicists Guild Ty TaylorMario Castañeda,PublisherThe Quantum Astrophysicists Guild,Release Date02/22/13,PlatformWindowsWindows,Windows 8,512 MB,400 MB,9,null,null,50%,73,Fair
Kraken Academy₹499,Kraken Academy,₹499,ComedyAdventureIndie,Single Player,Developer Happy Broccoli Games,PublisherFellow Traveller,Release Date09/03/21,Windows ,Windows 7,1 GB RAM,400 MB available space,Version 10,"DX10, DX11, DX12 capable.",null,null,null,null
Everhood₹239,Everhood,₹239,ActionAdventureIndie,Single Player,DeveloperChris Nordgren and Jordi Roca,PublisherForeign Gnomes,Release Date09/16/21,Windows ,"Requires a 64-bit processor and operating system OS: Windows XP, Vista, 7, 8, or 10",2 GB RAM,400 MB available space,128MB,null,null,80%,85,Mighty
Buddy Simulator 1984₹239,Buddy Simulator 1984,₹239,HorrorAdventureIndie,Single Player,DeveloperNot a Sailor Studios,PublisherNot a Sailor Studios,Release Date09/23/21,Windows ,Windows 7+,2 GB RAM,400 MB available space,NVIDIA GeForce 550 GTX / AMD Radeon 5770 HD series card,null,null,null,null,null
A Short Hike₹297,A Short Hike,₹297,CasualIndiePlatformer,null,DeveloperAdam Robinson-Yu,PublisherAdam Robinson-Yu,Release Date03/04/20,PlatformWindowsWindowsMac OSMac OS,Windows 7 SP1+ (or later),2 GB RAM,400 MB available space,Version 11,Intel Graphics 4400 or better,null,100%,87,Mighty
"Sonic Mania₹1,039",Sonic Mania,"₹1,039",ActionPlatformer,Co-opSingle PlayerController Support,DeveloperLab42,PublisherSEGA,Release Date06/24/21,Windows ,Windows 8 /10,2 GB RAM,400 MB available space,Version 9.0c,null,null,97%,87,Mighty
Asteroids: Recharged₹239,Asteroids: Recharged,₹239,Action,Co-opSingle PlayerController Support,"DeveloperAdamVision, SneakyBox",PublisherAtari,Release Date12/14/21,PlatformWindowsWindows,Windows 7,4 GB,400 MB available space,null,null,null,null,null,null
The Alto Collection₹223,The Alto Collection,₹223,AdventureIndie,Single Player,DeveloperTeam Alto,PublisherSnowman,Release Date08/13/20,PlatformWindowsWindows,Windows 7 (64 bit),4 GB RAM,400 MB Available Space,Version 11,GeForce 880 GT / AMD HD 6850 / Intel HD Graphics 520 or above,null,92%,77,Strong
Centipede: Recharged₹239,Centipede: Recharged,₹239,ActionShooter,Co-opSingle Player,"DeveloperAdamVision, SneakyBox",PublisherAtari,Release Date09/29/21,PlatformWindowsWindows,Windows 7,4GB,400 MB available space,null,null,null,null,null,null
Black Widow: Recharged₹239,Black Widow: Recharged,₹239,ActionShooter,Controller Support,"DeveloperAdamVision, SneakyBox",PublisherAtari,Release Date10/28/21,PlatformWindowsWindows,Windows 7,4GB,400 MB available space,null,null,null,null,null,null
Breakout: Recharged₹239,Breakout: Recharged,₹239,Puzzle,Single Player,"DeveloperAdamVision, SneakyBox",PublisherAtari,Release Date02/10/22,PlatformWindowsWindowsMac OSMac OS,Windows 7,4GB,400 MB Available Space,null,null,null,null,null,null
Rogue Legacy₹349,Rogue Legacy,₹349,ActionIndie,Single Player,DeveloperCellar Door Games,PublisherCellar Door Games,Release Date04/07/22,Windows ,Windows XP/Vista/7,1 GB RAM,400 MB HD space,9.0c,"X1950 Pro, 7900 GT",null,95%,84,Mighty
Air Missions: HIND₹469,Air Missions: HIND,₹469,ActionCasualSimulation,MultiplayerController Support,"Developer3DIVISION, Games Farm s.r.o.","PublisherNicalis, Inc.",Release Date09/27/21,Windows ,Windows 7 or higher,2048 MB RAM,4000 MB available space,Version 10,DirectX10.1 compatible with 1GB VRAM and ShaderModel 4.0 support,null,null,null,null
Hue₹349,Hue,₹349,PuzzleAdventurePlatformer,Single Player,DeveloperFiddle Sticks,PublisherCurve Digital,Release Date07/02/20,Windows ,Windows XP SP3/Vista with SP2/7/8/8.1/10 x86 or x64,2048MB,400MB,GeForce GT 610 (1024 MB) or equivalent | Radeon HD 6450 (512 MB) or equivalent,null,null,79%,79,Strong
"STAR WARS™ Battlefront™ Ultimate Edition-80%₹1,499₹299.80",STAR WARS™ Battlefront™ Ultimate Edition,₹299.80,ActionShooterAdventure,Co-opMultiplayerSingle Player,DeveloperDICE,PublisherElectronic Arts,Release Date01/14/21,Windows ,"64-bit Windows 7, Windows 8.1 and Windows 10",8GB,40GB,11,Graphics card (NVIDIA): nVidia GeForce GTX 660 2GB Graphics card (AMD): AMD Radeon HD 7850 2GB,null,33%,71,Fair
